officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Vavdi B.O,363310,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Dhrangadhra,Surendra Nagar,GUJARAT,NA,Dhrangadhra S.O,Surendranagar H.O,71.41071052068965,22.957557477586207,22.957557477586207,71.41071052068965
Vegadvav B.O,363330,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Halvad,Surendra Nagar,GUJARAT,NA,Halvad S.O,Surendranagar H.O,71.17362295,22.944832125,22.944832125,71.17362295
Velavadar B.O,363040,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Wadhwancity,Surendra Nagar,GUJARAT,NA,Dudhrej S.O,Surendranagar H.O,71.532029625,22.753943425,22.753943425,71.532029625
Vijaliya B.O,363530,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Chotila,Surendra Nagar,GUJARAT,NA,Thangadh S.O,Surendranagar H.O,71.247924,22.6170264,22.6170264,71.247924
Visavadi B.O,382750,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Dasada,Surendra Nagar,GUJARAT,NA,Dasada S.O,Surendranagar H.O,71.85186182000001,23.36229986,23.36229986,71.85186182000001
Vithalgadh B.O,363115,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Lakhtar,Surendra Nagar,GUJARAT,NA,Dhanki S.O (Surendra Nagar),Surendranagar H.O,71.83750875,22.9822157625,22.9822157625,71.83750875
Wadhwancity Bazar S.O,363030,S.O,Non-Delivery,Surendranagar,Rajkot,Gujarat,Wadhwancity,Surendra Nagar,GUJARAT,02752-243782,NA,Surendranagar H.O,71.70187832222221,22.73320101111111,22.73320101111111,71.70187832222221
Wadhwancity Ind. Estate S.O,363035,S.O,Delivery,Surendranagar,Rajkot,Gujarat,Wadhwancity,Surendra Nagar,GUJARAT,02752-241652,NA,Surendranagar H.O,71.6499995,22.7210356,22.7210356,71.6499995
Wadhwancity S.O,363030,S.O,Delivery,Surendranagar,Rajkot,Gujarat,Wadhwancity,Surendra Nagar,GUJARAT,02752-240019,NA,Surendranagar H.O,71.70187832222221,22.73320101111111,22.73320101111111,71.70187832222221
Zadiyana B.O,382780,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Dasada,Surendra Nagar,GUJARAT,NA,Adariyana S.O,Surendranagar H.O,71.655807775,23.438993975,23.438993975,71.655807775
Zamar B.O,382775,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Lakhtar,Surendra Nagar,GUJARAT,NA,Lakhtar S.O,Surendranagar H.O,71.85042883636363,22.873405227272727,22.873405227272727,71.85042883636363
Zampodad B.O,363030,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Wadhwancity,Surendra Nagar,GUJARAT,NA,Wadhwancity S.O,Surendranagar H.O,71.70187832222221,22.73320101111111,22.73320101111111,71.70187832222221
Zinzuda B.O,363520,B.O,Delivery,Surendranagar,Rajkot,Gujarat,Chotila,Surendra Nagar,GUJARAT,NA,Chotila S.O,Surendranagar H.O,71.1943357939394,22.362842730303033,22.362842730303033,71.1943357939394
Zinzuwada S.O,382755,S.O,Delivery,Surendranagar,Rajkot,Gujarat,Dasada,Surendra Nagar,GUJARAT,02757-282320,NA,Surendranagar H.O,71.6528821,23.382903366666664,23.382903366666664,71.6528821
Adas S.O,388305,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-284785,NA,Anand H.O,NA,NA,NA,NA
Agarwa B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Agas B.O,388130,B.O,Delivery,Anand,Vadodara,Gujarat,Petlad,Anand,GUJARAT,NA,Boria S.O (Anand),Anand H.O,NA,NA,NA,NA
Ahima B.O,388210,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Ode S.O,Anand H.O,73.1445594,22.6150599,22.6150599,73.1445594
Ajarpura S.O,388310,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-285430,NA,Anand H.O,72.9844063,22.6398617,22.6398617,72.9844063
Ajupura B.O,388360,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Samarkha S.O,Anand H.O,72.9847827,22.6017845,22.6017845,72.9847827
Ajupura B.O,388225,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Dakor S.O,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Aklacha B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Alarsa S.O,388543,S.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,02696-271870,NA,Anand H.O,NA,NA,NA,NA
Alela B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Ambali B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Ambav (Kantharia)B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Ambav (Thasra) B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Amrol B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Amuldairy  (Anand) S.O,388001,S.O,Non-Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-250516,NA,Anand H.O,72.9636088030303,22.562235003030302,22.562235003030302,72.9636088030303
Anand Agri Inst  (Anand) S.O,388110,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-263064,NA,Anand H.O,72.97864835555556,22.5360647,22.5360647,72.97864835555556
Anand H.O,388001,H.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-241050,NA,NA,72.9636088030303,22.562235003030302,22.562235003030302,72.9636088030303
Anand Town  (Anand) S.O,388001,S.O,Non-Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-258300,NA,Anand H.O,72.9636088030303,22.562235003030302,22.562235003030302,72.9636088030303
Angadi B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Anklav S.O,388510,S.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,02696-282231,NA,Anand H.O,72.99800475,22.3774025,22.3774025,72.99800475
Asarma B.O,388510,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Anklav S.O,Anand H.O,72.99800475,22.3774025,22.3774025,72.99800475
Ashi B.O,388130,B.O,Delivery,Anand,Vadodara,Gujarat,Petlad,Anand,GUJARAT,NA,Boria S.O (Anand),Anand H.O,NA,NA,NA,NA
Ashipura B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Asodar B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Badapura B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Bajipura B.O,388210,B.O,Delivery,Anand,Vadodara,Gujarat,NA,Anand,GUJARAT,NA,Ode S.O,Anand H.O,73.1445594,22.6150599,22.6150599,73.1445594
Bakrol S.O,388315,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-230047,NA,Anand H.O,72.91858933333334,22.562786866666666,22.562786866666666,72.91858933333334
Bamangam S.O,388520,S.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,02696-287530,NA,Anand H.O,NA,NA,NA,NA
Bar B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Bechri B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Bedva B.O,388320,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Chikhodra S.O,Anand H.O,73.0011789,22.5603831,22.5603831,73.0011789
Bhadran S.O,388530,S.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,02696-288960,NA,Anand H.O,72.9005475,22.361588725,22.361588725,72.9005475
Bhadrasa B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Bhalej S.O,388205,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-286931,NA,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Bhanthala B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Bharoda B.O,388210,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Ode S.O,Anand H.O,73.1445594,22.6150599,22.6150599,73.1445594
Bharodi B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Bhatpur B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Bhatpura B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Bhavan ' S College B.O,388225,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Dakor S.O,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Bhetasi B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Bilpad B.O,388520,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bamangam S.O,Anand H.O,NA,NA,NA,NA
Birpur S.O (Kheda),388260,S.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,02692-277430,NA,Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Bodal B.O,388540,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Borsad S.O,Anand H.O,72.90314468333334,22.421118133333334,22.421118133333334,72.90314468333334
Bordi B.O,388225,B.O,Delivery,Anand,Vadodara,Gujarat,Kheda,Kheda,GUJARAT,NA,Dakor S.O,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Boria S.O (Anand),388130,S.O,Delivery,Anand,Vadodara,Gujarat,Petlad,Anand,GUJARAT,02692-281388,NA,Anand H.O,NA,NA,NA,NA
Borsad S.O,388540,S.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,02696-221055,NA,Anand H.O,72.90314468333334,22.421118133333334,22.421118133333334,72.90314468333334
Chamara B.O,388520,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bamangam S.O,Anand H.O,NA,NA,NA,NA
Chandasar B.O,388225,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Dakor S.O,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Chetarsumba B.O,388225,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Dakor S.O,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Chikhodra S.O,388320,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-242062,NA,Anand H.O,73.0011789,22.5603831,22.5603831,73.0011789
Chitlav B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Dabhali B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Dagjipura B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Dakor S.O,388225,S.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,02699-244380,NA,Anand H.O,73.13665045625,22.77118093125,22.77118093125,73.13665045625
Davol B.O,388540,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Borsad S.O,Anand H.O,72.90314468333334,22.421118133333334,22.421118133333334,72.90314468333334
Debhari B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Virpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Dedarda B.O,388560,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Napa S.O,Anand H.O,NA,NA,NA,NA
Dehmi B.O,388560,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Napa S.O,Anand H.O,NA,NA,NA,NA
Dev B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Dholi B.O,388365,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Sarsa S.O,Anand H.O,73.06910295,22.52779665,22.52779665,73.06910295
Dhunadra B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Dhundakuva B.O,388130,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Boria S.O (Anand),Anand H.O,NA,NA,NA,NA
Dhundi B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
District Court S.O (Anand),388001,S.O,Non-Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-231887,NA,Anand H.O,72.9636088030303,22.562235003030302,22.562235003030302,72.9636088030303
Felsani B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Gadhavada B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Gajna B.O,388530,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bhadran S.O,Anand H.O,72.9005475,22.361588725,22.361588725,72.9005475
Gambhira B.O,388520,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bamangam S.O,Anand H.O,NA,NA,NA,NA
Gamdi B.O,388320,B.O,Non-Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Chikhodra S.O,Anand H.O,73.0011789,22.5603831,22.5603831,73.0011789
Gana B.O,388345,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Mogri S.O,Anand H.O,NA,NA,NA,NA
Gandhari B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Ghora B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Golaj B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Gopalpura B.O,388370,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Vadod S.O,Anand H.O,73.001109,22.510056,22.510056,73.001109
Gumadia B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Guntheli B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Hadgood B.O,388110,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Anand Agri Inst  (Anand) S.O,Anand H.O,72.97864835555556,22.5360647,22.5360647,72.97864835555556
Hamidpura B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Handia B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Jakhala B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Janod B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Jetholi B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Jitodia B.O,388345,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Mogri S.O,Anand H.O,NA,NA,NA,NA
Jodhpur B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Jol B.O,388315,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Bakrol S.O,Anand H.O,72.91858933333334,22.562786866666666,22.562786866666666,72.91858933333334
Jorapura B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Joshikuva B.O,388510,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Anklav S.O,Anand H.O,72.99800475,22.3774025,22.3774025,72.99800475
Kahanvadi B.O,388307,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Kantharia S.O,Anand H.O,NA,NA,NA,NA
Kalsar S.O,388230,S.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,02699-285468,NA,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Kambopa B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Balasinor,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Kanbhaipura B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Kantharia S.O,388307,S.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,02696-284397,NA,Anand H.O,NA,NA,NA,NA
Karamsad S.O,388325,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-222651,NA,Anand H.O,72.8961278,22.539241875,22.539241875,72.8961278
Kashipura  (Borsad) S.O,388540,S.O,Non-Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,02696-220108,NA,Anand H.O,72.90314468333334,22.421118133333334,22.421118133333334,72.90314468333334
Kasodi B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Kasor B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Kasumbad B.O,388540,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Borsad S.O,Anand H.O,72.90314468333334,22.421118133333334,22.421118133333334,72.90314468333334
Kathol B.O,388530,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bhadran S.O,Anand H.O,72.9005475,22.361588725,22.361588725,72.9005475
Kavitha S.O,388545,S.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,02696-223003,NA,Anand H.O,NA,NA,NA,NA
Khadgodhra B.O,388255,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Vadasinor S.O,Anand H.O,73.32023685,22.962642455555557,22.962642455555557,73.32023685
Khadol B.O,388350,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Napad S.O,Anand H.O,NA,NA,NA,NA
Khambholej S.O,388330,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-273179,NA,Anand H.O,73.0227534,22.5660147,22.5660147,73.0227534
Khandhli B.O,388560,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Napa S.O,Anand H.O,NA,NA,NA,NA
Khankhanpur B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Khankuva B.O,388205,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Bhalej S.O,Anand H.O,73.02945566666666,22.634897633333335,22.634897633333335,73.02945566666666
Khanpur B.O,388365,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Sarsa S.O,Anand H.O,73.06910295,22.52779665,22.52779665,73.06910295
Kharod B.O,388265,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Pandva S.O,Anand H.O,73.3968919,23.0431381,23.0431381,73.3968919
Khata B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Khedasa B.O,388530,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Bhadran S.O,Anand H.O,72.9005475,22.361588725,22.361588725,72.9005475
Kherda B.O,388365,B.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,NA,Sarsa S.O,Anand H.O,73.06910295,22.52779665,22.52779665,73.06910295
Kheroli B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Khijalpur B.O,388215,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thamna S.O (Anand),Anand H.O,73.0835822,22.71990365,22.71990365,73.0835822
Khorvad B.O,388365,B.O,Delivery,Anand,Vadodara,Gujarat,Unreth,Anand,GUJARAT,NA,Sarsa S.O,Anand H.O,73.06910295,22.52779665,22.52779665,73.06910295
Kinkhlod B.O,388510,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Anklav S.O,Anand H.O,72.99800475,22.3774025,22.3774025,72.99800475
Kosam B.O,388250,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Thasra S.O,Anand H.O,73.22587318333333,22.822197891666665,22.822197891666665,73.22587318333333
Kosindra B.O,388510,B.O,Delivery,Anand,Vadodara,Gujarat,Anklav,Anand,GUJARAT,NA,Anklav S.O,Anand H.O,72.99800475,22.3774025,22.3774025,72.99800475
Kothiakhad B.O,388520,B.O,Delivery,Anand,Vadodara,Gujarat,Borsad,Anand,GUJARAT,NA,Bamangam S.O,Anand H.O,NA,NA,NA,NA
Kotlindra B.O,388230,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Kalsar S.O,Anand H.O,73.21010172000001,22.708973059999998,22.708973059999998,73.21010172000001
Koydam B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Koyla B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Kumbharwadi B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Kuni B.O,388235,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Menpura S.O,Anand H.O,73.29626702222222,22.8980311,22.8980311,73.29626702222222
Kunjrav S.O,388335,S.O,Delivery,Anand,Vadodara,Gujarat,Anand,Anand,GUJARAT,02692-286840,NA,Anand H.O,73.0468137,22.5992441,22.5992441,73.0468137
Limbarwada B.O,388260,B.O,Delivery,Anand,Vadodara,Gujarat,Birpur,Kheda,GUJARAT,NA,Birpur S.O (Kheda),Anand H.O,73.477104225,23.18663335,23.18663335,73.477104225
Lingda B.O,388220,B.O,Delivery,Anand,Vadodara,Gujarat,Umreth,Anand,GUJARAT,NA,Umreth S.O,Anand H.O,73.103325175,22.6991744,22.6991744,73.103325175
Mahi  Itadi B.O,388235,B.O,Delivery,Anand,Vadodara,Gujarat,Thasra,Kheda,GUJARAT,NA,Menpura S.O,Anand H.O,73.29626702222222,22.8980311,22.8980311,73.29626702222222
